gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
CKB,1.7557e-8,creatine kinase B,++,+-++,+-,5.793440051924153e-4,0.9349530638628663,+,0.00116,1.82118e-5,0.312,0.312,-0.018,0.769
KLC1,2.4595e-10,kinesin light chain 1,++,++-+,++,8.34848624450558e-4,0.9934874968163655,+,0.00167,0.003812079,0.449,0.449,-0.018,0.769
UBE2M,8.888e-7,ubiquitin conjugating enzyme E2 M,++,--++,-+,0.0011649653280114758,0.4086556328669999,+,0.00233,4.9052e-5,0.627,0.627,-0.018,0.769
ARHGEF25,1.902e-6,Rho guanine nucleotide exchange factor 25,++,+-++,NA,0.0021060502814279694,0.9798038729908091,+,0.00421,0.00242952,1.13,1,-0.018,0.769
ITPR3,1.551e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.003109702618827521,0.967745920008295,+,0.00622,0.00799503,1.67,1,-0.018,0.769
SPRY2,8.2557e-7,sprouty RTK signaling antagonist 2,+-,----,--,0.987725702279883,0.0034026131102843785,-,0.00681,0.007577574,1.83,1,-0.018,0.769
SCYL1,6.1112e-8,SCY1 like pseudokinase 1,++,++++,+-,0.003860614359114168,0.6651197691578237,+,0.00772,0.001734011,2.08,1,-0.018,0.769
SAMD5,1.2098e-8,sterile alpha motif domain containing 5,--,----,+-,0.9599002988614399,0.004364376271357852,-,0.00873,0.016736706372868716,2.35,1,-0.018,0.769
ZC3H7B,2.9108e-8,zinc finger CCCH-type containing 7B,++,--++,+-,0.005615567340670944,0.5885635582237932,+,0.0112,0.0024309930000000002,3.02,1,-0.018,0.769
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.4891601057126915,0.006140716412588006,-,0.0123,0.03639445856167979,3.3,1,-0.018,0.769
ZNF638,1.8282e-7,zinc finger protein 638,--,+++-,NA,0.8693291290081013,0.006189150686539849,-,0.0124,0.001959458,3.33,1,-0.018,0.769
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,---+,--,0.9762903157927987,0.006201998789785557,-,0.0124,0.01238427,3.34,1,-0.018,0.769
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,----,--,0.8733274478951798,0.006336783979796102,-,0.0127,0.014756273,3.41,1,-0.018,0.769
