gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
CTNND1,7.753e-8,catenin delta 1,++,--+-,--,0.9702805940719211,3.715291063690373e-4,-,7.43e-4,0.001687079,0.2,0.2,-0.0275,0.654
ITPR3,1.551e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.0017563012698463443,0.6420554749273012,+,0.00351,0.001833984,0.945,0.945,-0.0275,0.654
PSORS1C1,1.7445e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,0.00563886258224023,1.52,1,-0.0275,0.654
SPRY2,8.2557e-7,sprouty RTK signaling antagonist 2,--,----,++,0.8700344155588896,0.002835875198292728,-,0.00567,0.007577574,1.53,1,-0.0275,0.654
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,0.00607244484267725,1.63,1,-0.0275,0.654
RSRC1,2.5991e-14,arginine and serine rich coiled-coil 1,+-,++++,++,0.004284944021446481,0.9508814769817213,+,0.00857,0.011802341,2.31,1,-0.0275,0.654
SAMD5,1.2098e-8,sterile alpha motif domain containing 5,--,----,--,0.9957612237426522,0.009146706199830018,-,0.0183,0.00918046,4.92,1,-0.0275,0.654
HLA-DQB1,2.3306e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9980689378197747,0.010031238017400594,-,0.0201,0.06263463126664132,5.4,1,-0.0275,0.654
TRAF3,3.1737e-7,TNF receptor associated factor 3,-+,----,+-,0.8684052440636824,0.01055293482347735,-,0.0211,0.011555865,5.68,1,-0.0275,0.654
SLC4A9,2.6577e-6,solute carrier family 4 member 9,--,---+,Filtered_Out,0.9866241773142373,0.01378430078875041,-,0.0276,0.020928616,7.42,1,-0.0275,0.654
DENND1A,1.5351e-14,DENN domain containing 1A,-+,--++,--,0.6410357770245028,0.015663066141164014,-,0.0313,0.007451938,8.43,1,-0.0275,0.654
KDM3A,1.7641e-9,lysine demethylase 3A,+-,+---,NA,0.9668272034173951,0.015795698651957502,-,0.0316,0.00748713,8.5,1,-0.0275,0.654
HS6ST3,1.6614e-8,heparan sulfate 6-O-sulfotransferase 3,++,-++-,--,0.34980100612004383,0.018259830957017248,-,0.0365,4.72472e-4,9.82,1,-0.0275,0.654
BAG5,9.1836e-7,BAG cochaperone 5,+-,-+--,--,0.98377082241739,0.01869394002977676,-,0.0374,0.018796161,10.1,1,-0.0275,0.654
SOX5,3.7918e-9,SRY-box transcription factor 5,++,----,Filtered_Out,0.8692338026758801,0.021822625155479645,-,0.0436,0.040092956,11.7,1,-0.0275,0.654
BEND4,1.2982e-7,BEN domain containing 4,++,-+--,NA,0.7475104928913866,0.022518004184020404,-,0.045,0.003839183,12.1,1,-0.0275,0.654
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++-+,-+,0.38329027614749706,0.025253302333602484,-,0.0505,0.026045818596663467,13.6,1,-0.0275,0.654
PLA2R1,3.9805e-7,phospholipase A2 receptor 1,-+,--+-,Filtered_Out,0.8766349159719689,0.026026336691820993,-,0.0521,0.001639741,14,1,-0.0275,0.654
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+-,+-++,++,0.02756038753710263,0.9750764556798959,+,0.0551,0.138466948,14.8,1,-0.0275,0.654
C1QTNF7,2.6076e-6,C1q and TNF related 7,--,--+-,Filtered_Out,0.9123044876096708,0.02804730516441904,-,0.0561,0.035265047,15.1,1,-0.0275,0.654
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,+-,++++,+-,0.02921693001436737,0.7538954380275519,+,0.0584,0.004673783,15.7,1,-0.0275,0.654
HIST1H1B,9.9717e-14,NA,+-,NA,Filtered_Out,0.9692760398083585,0.030723960191641534,-,0.0614,0.06144792038328307,16.5,1,-0.0275,0.654
SEMA6D,4.0971e-9,semaphorin 6D,+-,----,+-,0.28828005319476696,0.037320735549703846,-,0.0746,0.017508427,20.1,1,-0.0275,0.654
CCS,2.3011e-6,copper chaperone for superoxide dismutase,--,--++,++,0.037594847868419434,0.5592944404774106,+,0.0752,0.014563279,20.2,1,-0.0275,0.654
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,++,NA,Filtered_Out,0.04151480470214189,0.9584851952978581,+,0.083,0.08302960940428378,22.3,1,-0.0275,0.654
EXT1,1.2011e-6,exostosin glycosyltransferase 1,++,--+-,++,0.16322929115083787,0.04390096768214583,-,0.0878,0.012901779,23.6,1,-0.0275,0.654
EPHB2,1.0438e-6,EPH receptor B2,--,-+--,+-,0.9914839683611614,0.04588917845001224,-,0.0918,0.039052528,24.7,1,-0.0275,0.654
HIST1H3I,6.378e-10,NA,++,NA,Filtered_Out,0.04609924190470913,0.9539007580952908,+,0.0922,0.09219848380941827,24.8,1,-0.0275,0.654
KMT2A,1.2822e-7,lysine methyltransferase 2A,++,--+-,+-,0.04943369672089516,0.7723585725418455,+,0.0989,0.002699813,26.6,1,-0.0275,0.654
FAM120A,3.6663e-8,family with sequence similarity 120A,-+,--+-,+-,0.6139686397410362,0.050365164844894075,-,0.101,0.037996298,27.1,1,-0.0275,0.654
ZNF184,3.3378e-8,zinc finger protein 184,+-,--+-,+-,0.8323255097103515,0.05087080482999512,-,0.102,0.031178017,27.4,1,-0.0275,0.654
C7orf72,8.2601e-7,NA,NA,NA,NA,0.9481396549203759,0.051860345079624115,-,0.104,0.10372069015924823,27.9,1,-0.0275,0.654
